36,46,37,58,6,onTime
32,28,79,42,0,onTime
38,46,96,26,0,onTime
27,52,86,24,0,onTime
23,46,58,12,0,onTime
26,43,55,20,0,onTime
53,41,82,18,8,onTime
39,38,68,43,0,onTime
39,80,39,32,8,onTime
56,60,58,22,12,onTime
72,46,50,32,11,onTime
35,73,40,36,6,onTime
29,45,41,24,4,onTime
37,56,69,25,2,onTime
37,38,60,54,0,onTime
33,48,62,40,8,onTime
18,79,42,29,8,onTime
32,32,76,38,6,onTime
30,49,51,16,0,onTime
46,59,60,28,10,onTime
17,22,51,32,0,onTime
26,42,78,36,2,onTime
26,56,86,28,0,onTime
27,41,68,8,0,onTime
27,33,69,8,0,onTime
18,36,32,53,16,onTime
54,30,56,50,4,onTime
27,50,90,28,0,onTime
32,30,56,54,2,onTime
25,28,38,62,12,onTime
26,54,63,26,10,onTime
36,64,67,20,10,onTime
35,42,38,47,12,onTime
44,16,52,68,0,onTime
24,65,53,28,12,onTime
28,72,61,23,8,onTime
37,34,46,50,10,onTime
17,31,68,19,0,onTime
17,58,48,16,0,onTime
32,23,46,60,10,onTime
35,49,48,52,4,onTime
27,49,53,16,8,onTime
31,31,62,44,6,onTime
40,22,64,20,0,onTime
38,40,64,38,10,onTime
8,32,36,54,22,onTime
37,69,55,18,14,onTime
42,44,78,36,0,onTime
30,22,67,16,4,onTime
33,72,74,34,0,onTime
50,48,57,44,2,onTime
13,40,71,10,0,onTime
59,36,70,30,2,onTime
27,40,70,16,4,onTime
29,44,74,30,6,onTime
18,39,58,16,0,onTime
29,52,58,50,0,onTime
39,58,62,22,12,onTime
46,40,72,32,6,onTime
31,77,52,26,6,onTime
28,80,64,30,0,onTime
41,48,52,44,8,onTime
54,42,90,20,0,onTime
42,59,58,20,14,onTime
31,66,82,24,0,onTime
43,67,44,46,0,onTime
23,70,63,24,6,onTime
36,52,92,24,0,onTime
24,26,80,50,2,onTime
41,41,62,46,2,onTime
21,89,54,30,2,onTime
17,36,79,42,4,onTime
36,42,89,24,0,onTime
40,50,70,34,10,onTime
14,66,84,28,0,onTime
39,56,59,44,6,onTime
21,31,68,20,0,onTime
32,84,66,32,0,onTime
64,34,88,22,6,onTime
42,48,82,28,6,onTime
17,65,53,12,0,onTime
36,41,84,30,0,onTime
19,54,63,12,0,onTime
19,36,83,8,0,onTime
41,27,80,36,8,onTime
36,49,70,31,0,onTime
44,40,90,37,2,onTime
22,45,80,4,0,onTime
45,36,56,20,0,onTime
17,45,42,28,0,onTime
34,47,67,32,2,onTime
41,58,92,20,0,onTime
44,48,84,24,6,onTime
31,49,64,42,0,onTime
36,48,74,36,0,onTime
46,40,68,34,2,onTime
19,12,44,52,16,onTime
30,77,81,14,2,onTime
28,62,98,16,2,onTime
48,48,55,39,6,onTime
48,50,58,50,2,onTime
54,32,70,44,4,onTime
30,43,78,36,0,onTime
14,32,66,54,0,onTime
21,35,63,52,2,onTime
18,57,68,16,2,onTime
44,62,70,28,4,onTime
32,33,63,8,4,onTime
25,29,71,12,0,onTime
22,51,60,12,0,onTime
39,42,58,46,8,onTime
29,48,56,36,10,onTime
24,36,98,22,0,onTime
43,46,66,32,14,onTime
56,52,58,44,2,onTime
20,49,60,4,4,onTime
23,66,50,16,0,onTime
41,35,79,26,2,onTime
25,45,68,44,0,onTime
15,60,63,9,0,onTime
39,20,55,20,6,onTime
39,57,70,36,2,onTime
60,32,49,42,16,onTime
25,25,46,36,0,onTime
45,51,54,48,2,onTime
19,36,65,16,0,onTime
30,51,57,12,0,onTime
17,19,79,8,0,onTime
40,34,60,12,0,onTime
28,46,63,47,0,onTime
36,40,89,26,0,onTime
45,39,88,38,0,onTime
48,44,52,38,8,onTime
40,40,68,46,0,onTime
44,47,74,28,8,onTime
36,59,60,32,8,onTime
51,42,50,54,0,onTime
15,39,62,16,0,onTime
39,46,64,44,2,onTime
52,66,46,44,6,onTime
29,70,60,30,8,onTime
38,46,60,44,4,onTime
33,52,68,38,4,onTime
19,51,52,19,0,onTime
25,32,66,20,0,onTime
37,32,72,46,0,onTime
42,38,69,44,6,onTime
34,64,42,48,4,onTime
44,58,68,44,2,onTime
54,42,70,32,6,onTime
22,46,60,12,0,onTime
29,45,71,4,0,onTime
46,70,38,34,14,onTime
34,63,66,36,0,onTime
16,44,76,8,0,onTime
22,45,50,12,8,onTime
22,72,78,22,0,onTime
42,53,88,28,6,onTime
34,59,49,28,12,onTime
28,56,75,28,6,onTime
33,59,40,24,0,onTime
31,70,70,14,12,onTime
40,48,54,52,4,onTime
4,61,60,8,0,onTime
50,39,74,42,0,onTime
39,78,64,22,4,onTime
39,58,51,45,2,onTime
56,36,76,34,4,onTime
34,26,72,12,4,onTime
23,39,64,12,0,onTime
37,46,50,50,4,onTime
33,32,58,20,4,onTime
29,58,64,38,2,onTime
31,64,71,34,0,onTime
23,38,56,23,0,onTime
67,24,64,42,4,onTime
25,30,94,26,4,onTime
50,57,56,20,14,onTime
34,61,62,36,8,onTime
51,38,81,28,4,onTime
45,52,52,48,12,onTime
33,44,110,10,0,onTime
6,29,72,16,0,onTime
24,47,90,30,0,onTime
21,42,52,20,0,onTime
42,52,60,46,2,onTime
33,67,72,32,0,onTime
50,55,68,32,2,onTime
40,59,76,16,12,onTime
24,37,60,20,0,onTime
35,59,62,34,2,onTime
20,20,76,56,0,onTime
27,54,80,30,0,onTime
32,60,61,46,0,onTime
36,52,66,34,4,onTime
15,49,78,36,0,onTime
25,45,72,4,0,onTime
23,28,71,12,0,onTime
24,58,100,18,0,onTime
40,44,129,0,0,onTime
14,25,72,20,0,onTime
23,61,74,28,4,onTime
34,55,34,60,2,onTime
16,35,58,20,0,onTime
24,60,118,6,0,onTime
34,63,73,32,0,onTime
29,60,74,22,10,onTime
46,52,95,10,0,onTime
42,53,46,34,16,onTime
58,61,32,58,6,onTime
26,47,47,20,0,onTime
35,57,62,48,2,onTime
39,60,64,26,8,onTime
6,23,76,12,0,onTime
17,46,76,8,0,onTime
23,48,78,40,2,onTime
28,64,88,20,0,onTime
35,59,76,30,2,onTime
29,40,90,34,0,onTime
38,60,90,20,0,onTime
24,59,80,27,4,onTime
50,34,95,24,0,onTime
50,58,60,30,4,onTime
41,54,60,41,0,onTime
16,56,64,4,0,onTime
45,49,70,30,6,onTime
32,41,82,36,0,onTime
37,57,68,26,8,onTime
58,42,64,36,4,onTime
18,31,67,20,0,onTime
9,37,79,8,0,onTime
33,44,94,28,0,onTime
38,45,74,38,0,onTime
16,33,58,26,0,onTime
18,36,60,16,0,onTime
24,38,116,12,0,onTime
43,26,70,50,0,onTime
30,75,70,24,2,onTime
37,47,69,28,10,onTime
34,35,60,18,0,onTime
20,32,72,12,0,onTime
39,60,62,27,4,onTime
30,57,60,42,0,onTime
29,75,69,9,10,onTime
46,38,72,38,2,onTime
15,35,73,12,0,onTime
23,42,92,20,0,onTime
32,67,58,24,10,onTime
40,81,56,22,6,onTime
29,70,64,28,4,onTime
44,54,70,32,2,onTime
22,58,43,20,0,onTime
35,44,73,37,2,onTime
46,29,104,24,8,onTime
19,53,63,12,0,onTime
52,48,50,54,0,onTime
39,44,64,46,0,onTime
38,74,48,36,8,onTime
38,55,82,32,0,onTime
32,52,82,18,8,onTime
34,51,54,36,10,onTime
28,53,85,32,0,onTime
25,35,72,8,0,onTime
34,41,46,54,4,onTime
26,45,54,20,0,onTime
24,34,50,50,8,onTime
46,68,69,16,4,onTime
64,38,80,36,0,onTime
49,49,63,28,12,onTime
37,32,92,31,0,onTime
37,70,88,22,0,onTime
34,76,56,28,8,onTime
25,36,74,4,4,onTime
30,59,88,29,0,onTime
22,58,60,8,0,onTime
22,57,92,18,2,onTime
41,64,64,32,4,onTime
39,42,98,22,0,onTime
37,42,61,12,0,onTime
39,59,65,26,8,onTime
24,53,54,16,0,onTime
18,54,78,20,14,onTime
12,47,72,8,0,onTime
24,44,94,26,0,onTime
47,48,78,38,2,onTime
17,20,36,80,4,onTime
19,35,61,20,0,onTime
33,56,88,26,0,onTime
50,48,76,36,0,onTime
30,74,64,35,0,onTime
46,71,50,30,6,onTime
37,68,63,30,4,onTime
23,79,70,16,8,onTime
23,51,48,20,4,onTime
29,24,44,60,4,onTime
16,38,52,23,0,onTime
38,34,63,48,2,onTime
32,40,71,24,14,onTime
32,74,54,32,6,onTime
44,36,74,44,0,onTime
28,20,56,52,8,onTime
34,40,56,16,0,onTime
44,48,88,36,0,onTime
48,44,72,38,0,onTime
31,52,67,28,11,onTime
46,48,48,49,2,onTime
41,40,84,32,0,onTime
36,52,70,36,4,onTime
29,44,94,22,4,onTime
26,76,44,36,6,onTime
40,52,66,36,2,onTime
23,77,55,20,8,onTime
40,54,72,14,14,onTime
36,50,82,28,0,onTime
31,44,70,42,6,onTime
29,36,62,18,0,onTime
33,50,66,38,0,onTime
89,52,48,50,0,lateTime
75,51,54,32,0,lateTime
58,44,74,44,2,lateTime
87,22,29,24,10,lateTime
56,63,72,42,0,lateTime
32,87,84,10,0,lateTime
45,54,91,28,0,lateTime
83,50,70,34,0,lateTime
46,78,62,34,2,lateTime
39,46,59,16,0,lateTime
40,68,86,28,0,lateTime
60,54,85,35,0,lateTime
49,58,62,52,2,lateTime
55,71,50,42,2,lateTime
58,82,68,22,2,lateTime
72,71,48,46,6,lateTime
51,45,52,20,0,lateTime
49,66,73,16,14,lateTime
53,67,38,58,12,lateTime
36,64,56,12,0,lateTime
50,55,68,46,0,lateTime
75,48,58,41,2,lateTime
133,42,72,26,0,lateTime
80,67,54,44,2,lateTime
66,69,38,36,12,lateTime
74,48,58,46,2,lateTime
67,57,52,48,0,lateTime
39,61,72,8,0,lateTime
76,42,61,32,8,lateTime
32,44,64,16,0,lateTime
36,57,64,12,0,lateTime
50,76,76,30,0,lateTime
67,40,90,36,6,lateTime
48,46,85,32,0,lateTime
